duration,protocol_type,service,flag,src_bytes,dst_bytes,hot,logged_in,count,srv_count,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_same_src_port_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,2,11,9,20,0,0,0,1,55,0,10,0,3,127,10,10,0,0
8172,0,58,9,0,15,0,0,1,1,0,10,0,255,72,3,0,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,121,5,0,5,0
0,0,21,9,239,411,0,1,3,21,0,10,0,122,255,10,0,0,0
0,2,11,9,18,0,0,0,1,1,0,10,0,1,47,10,10,0,0
0,0,21,9,326,1232,0,1,2,2,0,10,0,91,255,10,0,0,0
0,0,21,9,218,1211,0,1,14,14,0,10,0,255,255,10,0,0,0
0,0,21,9,339,703,0,1,7,7,0,10,0,255,255,10,0,0,0
813,0,21,4,61504,0,0,1,22,22,10,10,0,255,254,10,0,6,6
1019,0,21,4,3944,0,0,1,86,86,10,10,0,255,255,10,0,3,3
0,0,21,9,215,874,0,1,2,2,0,10,0,51,255,10,0,0,0
0,0,47,5,0,0,0,0,148,18,0,1,0,255,18,1,0,0,0
0,0,21,9,395,421,0,1,1,1,0,10,0,91,255,10,0,0,0
0,1,47,9,55,52,0,0,297,297,0,10,0,255,255,10,9,0,0
0,0,42,1,0,0,0,0,509,1,10,0,10,255,1,0,0,10,10
0,1,47,9,105,145,0,0,2,2,0,10,0,255,253,10,0,0,0
0,0,21,9,54540,8314,2,1,2,28,0,10,0,255,255,10,0,0,0
0,0,31,1,0,0,0,0,273,4,10,0,1,255,4,0,0,10,10
0,1,47,9,53,56,0,0,511,511,0,10,0,255,255,10,10,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,255,134,5,0,2,0
0,0,21,9,205,330,0,1,4,4,0,10,0,31,189,10,0,0,0
0,0,47,1,0,0,0,0,244,1,10,0,1,255,1,0,0,10,10
0,0,21,9,337,1212,0,1,11,22,0,10,0,216,255,10,0,0,0
0,0,21,9,226,10368,0,1,16,16,0,10,0,50,103,10,0,0,0
0,0,34,1,0,0,0,0,234,5,10,0,1,255,5,0,0,10,10
0,0,47,1,0,0,0,0,230,13,10,1,1,255,13,0,0,10,10
0,0,42,1,0,0,0,0,481,1,10,0,10,255,1,0,0,10,10
0,0,21,9,337,1528,0,1,2,2,0,10,0,255,255,10,0,0,0
0,0,21,9,192,3948,0,1,1,9,0,10,0,255,255,10,0,0,0
0,0,16,9,26,157,0,0,2,1,0,5,10,91,48,5,0,0,0
0,0,21,9,177,3585,0,1,2,4,0,10,0,2,30,10,5,0,0
0,0,21,9,201,1761,0,1,5,5,0,10,0,43,188,10,0,0,0
1,0,52,9,1146,332,0,1,1,3,0,10,0,51,113,4,0,0,0
0,1,9,9,36,101,0,0,2,2,0,10,0,255,234,9,0,0,0
0,1,47,9,55,54,0,0,511,511,0,10,0,255,255,10,8,0,0
0,0,47,1,0,0,0,0,388,1,9,0,10,255,1,0,0,9,10
154,0,58,9,1510,3349,3,1,1,1,0,10,0,255,35,1,0,0,0
0,1,9,9,44,44,0,0,143,216,0,10,0,255,255,10,0,0,0
4,0,45,9,30,93,0,1,2,1,0,5,10,255,217,8,0,0,0
2,0,52,9,2036,375,0,1,1,2,0,10,0,6,62,10,2,0,0
0,0,25,5,0,0,0,0,1,2,0,10,0,48,81,3,0,0,1
0,0,47,1,0,0,0,0,35,1,9,0,10,255,1,0,0,1,10
0,2,12,9,1008,0,0,0,284,284,0,10,0,255,255,10,10,0,0
26,0,16,9,80,314,1,1,1,1,0,10,0,1,1,10,10,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,255,227,9,0,0,0
0,0,21,9,311,1159,0,1,5,5,0,10,0,235,255,10,0,0,0
0,0,21,9,240,4073,0,1,12,12,0,10,0,255,255,10,0,0,0
0,1,9,9,44,44,0,0,132,211,0,10,0,255,255,10,0,0,0
0,1,47,9,1,0,0,0,9,1,0,1,6,255,1,0,7,2,0
0,0,21,9,54540,8314,2,1,3,11,0,10,0,255,255,10,0,1,1
0,0,52,9,2380,373,0,1,1,3,0,10,0,45,212,9,0,0,0
0,0,52,9,877,333,0,1,1,1,0,10,0,152,187,6,0,0,0
0,0,21,9,311,3222,0,1,3,3,0,10,0,255,244,10,0,0,0
0,0,8,1,0,0,0,0,242,6,10,0,1,255,6,0,0,10,10
799,0,21,4,62344,0,0,1,90,90,10,10,0,255,253,10,0,5,5
0,1,47,9,45,0,0,0,4,4,0,10,0,255,255,10,0,0,0
0,0,21,9,221,396,0,1,18,18,0,10,0,18,255,10,1,0,0
0,0,42,1,0,0,0,0,503,1,9,0,10,255,1,0,0,10,10
0,0,42,1,0,0,0,0,458,1,9,0,10,255,1,0,0,8,10
0,0,42,1,0,0,0,0,414,1,8,0,10,255,1,0,0,8,10
0,0,21,9,210,1305,0,1,2,15,0,10,0,100,255,10,0,0,0
0,2,12,9,520,0,0,0,59,59,0,10,0,255,255,10,10,0,0
898,0,21,4,58624,0,0,1,26,26,10,10,0,255,255,10,0,5,5
0,0,21,9,322,313,0,1,9,9,0,10,0,255,255,10,0,0,0
0,0,17,9,4237,0,0,0,2,2,0,10,0,87,33,4,4,0,0
0,0,47,5,0,0,0,0,137,20,0,2,0,255,20,1,0,0,0
0,1,47,9,105,145,0,0,1,1,0,10,0,255,253,10,0,0,0
0,0,21,9,252,642,0,1,3,4,0,10,0,19,255,10,0,0,0
0,0,47,1,0,0,0,0,294,18,10,1,1,255,18,1,0,10,9
0,0,47,5,0,0,0,0,161,19,0,1,1,255,19,1,0,0,0
0,0,21,9,221,382,0,1,2,2,0,10,0,18,44,10,1,0,0
0,0,21,9,220,1212,0,1,2,2,0,10,0,255,255,10,0,0,0
0,0,47,1,0,0,0,0,230,15,10,1,1,255,15,1,0,10,10
0,2,11,9,18,0,0,0,1,1,0,10,0,1,45,10,10,0,0
0,0,21,9,306,3027,0,1,7,26,0,10,0,22,255,10,0,0,0
0,0,58,2,0,0,0,0,238,18,10,1,1,255,18,1,0,10,10
0,0,21,9,239,2132,0,1,4,4,0,10,0,255,255,10,0,0,0
0,1,47,9,43,0,0,0,5,5,0,10,0,255,254,10,0,0,0
0,1,47,9,49,0,0,0,2,2,0,10,0,255,255,10,0,0,0
280,0,17,9,283618,0,0,0,2,2,0,10,0,23,6,3,3,0,0
283,0,16,9,158,597,2,1,1,1,0,10,0,255,18,1,0,9,0
0,0,47,1,0,0,0,0,2,1,10,5,10,255,1,0,2,2,10
0,0,21,9,213,2685,0,1,4,4,0,10,0,136,136,10,0,0,0
0,0,21,9,227,310,0,1,4,4,0,10,0,37,255,10,0,0,0
1,0,58,2,122,177,0,0,1,1,10,10,0,255,8,0,0,0,6
0,2,12,9,1008,0,0,0,173,173,0,10,0,255,255,10,10,0,0
0,0,21,9,230,1680,0,1,13,15,0,10,0,172,255,10,0,0,0
0,0,21,9,279,1938,0,1,5,13,0,10,0,60,255,10,0,0,0
0,0,21,9,237,3222,0,1,5,5,0,10,0,255,229,9,0,1,0
0,1,47,9,0,0,0,0,1,1,0,10,0,4,1,2,2,0,0
280,0,17,9,283618,0,0,0,3,2,0,7,7,255,16,1,1,0,0
0,0,21,9,142,45699,0,1,1,1,0,10,0,255,255,10,0,0,0
0,0,21,9,162,5038,0,1,1,1,0,10,0,7,255,10,1,0,0
0,0,21,9,217,192,0,1,1,1,0,10,0,86,255,10,0,0,0
0,0,21,9,247,19728,0,1,13,17,0,10,0,111,255,10,0,0,0
7574,0,58,9,0,44,0,0,1,1,0,10,0,255,179,7,0,0,0
0,0,21,9,317,857,0,1,2,3,0,10,0,255,255,10,0,0,0
0,0,25,2,0,44,0,0,2,4,10,5,10,192,59,2,0,9,10
0,0,21,9,212,2193,0,1,11,28,0,10,0,11,255,10,1,0,0
0,0,25,5,0,0,0,0,1,1,0,10,0,255,85,3,0,0,0
0,2,11,9,8,0,0,0,1,44,0,10,0,2,79,10,10,0,0
0,0,58,9,21,104,0,0,4,16,2,5,8,13,90,5,1,2,6
0,0,21,9,237,34256,0,1,20,20,0,10,0,255,255,10,0,0,0
0,1,47,9,105,146,0,0,2,1,0,5,10,218,217,10,0,0,0
7478,0,58,9,0,44,0,0,1,1,0,10,0,255,195,8,0,0,0
0,0,21,9,299,4073,0,1,6,17,0,10,0,255,255,10,0,0,0
0,0,52,9,3831,325,0,1,1,1,0,10,0,49,138,4,0,0,0
0,0,21,9,280,526,0,1,1,20,0,10,0,8,255,10,1,0,0
282,0,16,9,164,601,2,1,1,1,0,10,0,55,30,6,0,0,0
1,0,52,9,2599,293,0,1,2,2,0,10,0,255,25,1,0,9,0
0,0,21,1,0,0,0,0,6,1,5,2,10,52,1,0,0,1,10
0,0,42,1,0,0,0,0,462,1,10,0,10,255,1,0,0,9,10
0,0,21,9,238,487,0,1,11,11,0,10,0,255,255,10,0,0,0
0,2,12,9,1032,0,0,0,119,119,0,10,0,255,255,10,10,0,0
283,0,16,9,160,599,2,1,1,1,0,10,0,255,53,2,0,6,0
0,0,21,9,191,1150,0,1,23,23,0,10,0,252,255,10,0,0,0
0,0,15,9,7,136,0,0,1,1,0,10,0,186,9,0,0,0,0
0,0,21,9,317,5892,0,1,4,7,0,10,0,4,249,10,2,0,0
0,0,45,1,0,0,0,0,1,23,10,10,0,229,2,0,0,0,10
0,0,21,9,209,1271,0,1,4,4,0,10,0,255,255,10,0,0,0
0,0,21,9,223,12279,0,1,2,9,0,10,0,255,255,10,0,0,0
1,0,25,2,0,44,0,0,2,5,10,5,10,238,58,2,0,8,10
0,0,58,9,0,15,0,0,1,3,0,10,0,255,51,2,0,6,8
280,0,17,9,283618,0,0,0,1,1,0,10,0,108,9,0,0,0,0
0,2,11,9,18,0,0,0,1,1,0,10,0,1,48,10,10,0,0
0,0,47,1,0,0,0,0,94,5,10,0,1,255,5,0,0,10,10
0,0,21,9,261,1301,0,1,33,33,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,224,12,0,0,1,255,12,0,0,0,0
0,0,21,9,233,34228,0,1,1,1,0,10,0,255,255,10,0,0,0
0,0,23,1,0,0,0,0,122,19,10,2,1,255,19,1,0,10,10
0,0,47,1,0,0,0,0,112,14,10,1,1,255,14,0,0,10,10
7699,0,58,9,0,44,0,0,1,1,0,10,0,255,160,6,0,0,0
0,2,12,9,1480,0,0,0,1,3,0,10,0,2,9,5,5,0,0
0,0,21,9,224,785,0,1,10,12,0,10,0,255,255,10,0,0,0
0,1,47,9,1,1,0,0,112,1,0,0,6,255,1,0,9,1,0
0,0,21,9,54540,8314,2,1,3,5,0,10,0,255,254,10,0,1,1
0,0,16,5,0,0,0,0,241,4,0,0,1,255,4,0,0,0,0
0,0,21,9,290,6763,0,1,3,16,0,10,0,3,255,10,3,0,0
0,0,21,1,0,0,0,0,1,1,10,10,0,255,5,0,0,0,10
0,0,47,4,0,0,0,0,1,1,10,10,0,40,1,0,8,8,10
0,0,21,9,243,4907,0,1,3,4,0,10,0,8,255,10,1,0,0
0,1,9,9,44,71,0,0,343,343,0,10,0,255,254,10,0,0,0
0,0,21,9,164,597,0,1,1,17,0,10,0,18,255,10,1,0,0
0,0,17,9,1296,0,0,0,1,1,0,10,0,124,22,2,2,0,0
0,0,17,9,687,0,0,0,1,1,0,10,0,184,47,2,2,0,0
0,0,21,9,201,334,0,1,13,27,0,10,0,255,255,10,0,0,0
2072,0,21,4,56504,0,0,1,8,8,9,10,0,255,242,10,0,2,3
0,0,57,5,0,0,0,0,163,8,0,0,1,255,8,0,0,0,0
0,0,47,1,0,0,0,0,1,1,10,10,0,255,1,0,10,10,10
0,0,10,5,0,0,0,0,162,4,0,0,1,255,4,0,0,0,0
0,0,47,1,0,0,0,0,268,14,10,0,1,255,14,0,0,10,10
0,0,58,8,0,44,0,0,1,1,0,10,0,255,151,6,0,1,1
0,0,21,9,204,2189,0,1,4,4,0,10,0,4,247,10,2,0,0
0,1,47,9,53,50,0,0,511,511,0,10,0,255,255,10,8,0,0
0,0,21,9,287,857,0,1,6,6,0,10,0,255,255,10,0,0,0
73,0,58,9,3222,4004,1,1,1,1,0,10,0,9,6,7,1,0,0
0,1,9,9,42,42,0,0,11,16,0,10,0,255,255,10,0,0,0
0,0,47,1,0,0,0,0,213,13,10,1,1,255,13,0,0,10,10
0,0,21,9,209,1942,0,1,18,18,0,10,0,255,255,10,0,0,0
0,1,9,9,44,44,0,0,209,209,0,10,0,255,255,10,0,0,0
0,1,47,9,1,1,0,0,115,1,0,0,10,255,1,0,10,0,0
0,0,21,9,300,1585,0,1,8,12,0,10,0,151,255,10,0,0,0
0,0,21,9,218,3268,0,1,7,7,0,10,0,61,255,10,0,0,0
0,1,47,9,53,52,0,0,506,506,0,10,0,255,254,10,8,0,0
0,0,21,9,334,1365,0,1,10,10,0,10,0,255,255,10,0,0,0
0,0,47,1,0,0,0,0,146,5,10,0,1,255,5,0,0,10,10
0,0,21,1,0,0,0,0,1,2,10,10,0,255,23,1,0,9,10
0,1,9,9,45,45,0,0,149,149,0,10,0,255,255,10,0,0,0
0,0,47,1,0,0,0,0,348,1,9,0,10,255,1,0,0,9,10
0,0,47,1,0,0,0,0,255,1,8,0,10,255,1,0,0,7,10
280,0,17,9,283618,0,0,0,2,2,0,10,0,8,26,10,10,0,0
0,0,21,5,0,0,0,0,35,35,4,10,0,255,255,10,0,7,7
0,0,52,9,1004,370,0,1,1,2,0,10,0,2,155,10,5,0,0
0,0,2,1,0,0,0,0,279,12,10,0,1,255,12,0,0,10,10
0,0,21,9,292,1293,0,1,6,7,0,10,0,24,254,10,0,0,0
0,0,21,9,291,2979,0,1,45,50,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,261,18,0,1,1,255,18,1,0,0,0
0,0,42,1,0,0,0,0,487,1,10,0,10,255,1,0,0,10,10
0,0,21,9,221,1429,0,1,5,5,0,10,0,87,255,10,0,0,0
0,0,21,9,210,566,0,1,7,10,0,10,0,27,255,10,0,0,0
0,0,47,2,0,0,0,0,204,20,10,1,1,255,20,1,0,10,10
0,0,21,9,347,908,0,1,16,17,0,10,0,255,255,10,0,0,0
0,0,21,9,230,7834,0,1,7,7,0,10,0,19,255,10,0,0,0
0,1,47,9,1,74,0,0,13,11,0,8,2,255,24,1,6,4,0
0,0,21,9,336,285,0,1,9,10,0,10,0,255,234,9,0,0,0
0,0,42,1,0,0,0,0,458,1,9,0,10,255,1,0,0,9,10
0,0,47,1,0,0,0,0,193,2,10,0,1,255,2,0,0,10,10
0,0,21,9,342,285,0,1,4,4,0,10,0,255,237,9,0,0,0
0,0,58,2,0,0,0,0,270,18,10,1,1,255,18,1,0,10,10
0,0,21,9,293,3005,0,1,1,1,0,10,0,28,255,10,0,0,0
7398,0,58,9,0,44,0,0,1,1,0,10,0,255,215,8,0,0,0
0,0,21,9,222,16644,0,1,14,14,0,10,0,48,251,10,0,0,0
0,0,42,1,0,0,0,0,412,1,8,0,10,255,1,0,0,8,10
0,2,12,9,1480,0,0,0,2,2,0,10,0,2,26,10,10,0,0
0,1,47,9,46,0,0,0,3,3,0,10,0,255,255,10,0,0,0
0,0,36,1,0,0,0,0,215,8,10,0,1,255,8,0,0,10,10
281,0,16,9,164,599,2,1,1,1,0,10,0,255,3,0,0,10,0
281,0,16,9,160,597,2,1,1,1,0,10,0,255,17,1,0,0,0
0,0,47,5,0,0,0,0,137,9,0,1,1,255,9,0,0,0,0
0,0,50,5,0,0,0,0,193,14,0,1,1,255,14,0,0,0,0
0,0,45,2,0,36,0,1,2,4,10,5,10,255,45,2,0,7,10
26,0,16,9,281,903,5,1,1,1,0,10,0,234,50,2,0,0,0
0,1,47,9,45,45,0,0,3,3,0,10,0,255,254,10,0,0,0
0,0,21,9,236,1212,0,1,2,2,0,10,0,255,255,10,0,0,0
0,0,21,9,296,1785,0,1,21,21,0,10,0,51,255,10,0,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,144,6,0,1,1
0,0,47,1,0,0,0,0,248,16,10,1,1,255,16,1,0,10,10
0,2,12,9,1032,0,0,0,379,379,0,10,0,255,255,10,10,0,0
7265,0,58,9,0,44,0,0,1,1,0,10,0,255,243,10,0,0,0
0,0,47,1,0,0,0,0,291,3,10,0,1,255,3,0,0,10,10
0,0,21,9,296,7002,0,1,11,11,0,10,0,41,255,10,0,0,0
0,0,21,9,217,313,0,1,36,51,0,10,0,255,255,10,0,0,0
0,2,12,9,1032,0,0,0,183,183,0,10,0,255,255,10,10,0,0
0,0,47,1,0,0,0,0,241,4,10,0,1,255,4,0,0,10,10
0,0,56,1,0,0,0,0,242,17,10,1,1,255,17,1,0,10,10
0,0,17,9,12,0,0,0,1,1,0,10,0,11,37,10,10,0,0
0,0,21,9,271,11377,0,1,1,4,0,10,0,255,255,10,0,0,0
0,0,58,9,123,174,0,0,1,1,0,10,0,255,104,4,0,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,109,4,0,5,0
0,0,21,9,216,7813,0,1,1,1,0,10,0,10,255,10,1,0,0
0,0,21,9,282,6030,0,1,11,11,0,10,0,11,255,10,1,0,0
0,0,21,9,211,1227,0,1,6,6,0,10,0,255,255,10,0,0,0
0,0,21,9,284,4148,0,1,1,1,0,10,0,18,255,10,1,0,0
0,0,17,5,0,0,0,0,286,15,0,0,1,255,15,1,0,0,0
0,0,38,1,0,0,0,0,264,20,10,1,1,255,20,1,0,10,10
0,0,67,5,0,0,0,0,117,10,0,1,1,255,10,0,0,0,0
0,0,21,1,0,0,0,0,248,5,10,0,1,255,5,0,0,10,10
0,0,47,4,0,0,0,0,1,1,10,10,0,255,1,0,4,9,10
0,0,21,9,259,1279,0,1,7,12,0,10,0,143,255,10,0,0,0
0,1,47,9,1,0,0,0,8,1,0,1,4,10,1,1,9,0,0
0,0,47,1,0,0,0,0,166,9,10,0,1,255,9,0,0,10,10
0,0,58,9,124,174,0,0,1,1,0,10,0,255,32,1,0,0,0
0,0,21,9,196,308,0,1,18,20,0,10,0,79,255,10,0,0,0
0,0,47,1,0,0,0,0,231,7,10,0,1,255,7,0,0,10,10
282,0,16,9,155,593,2,1,1,1,0,10,0,255,13,0,0,8,0
0,0,5,1,0,0,0,0,263,10,10,0,1,255,10,0,0,10,10
0,1,9,9,46,117,0,0,3,9,0,10,0,255,252,10,0,0,0
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,10,0,0,9,0
0,0,21,9,314,1454,0,1,3,16,0,10,0,186,255,10,0,0,0
280,0,17,9,283618,0,2,0,2,2,0,10,0,6,26,10,10,0,0
0,0,21,9,301,3414,0,1,3,3,0,10,0,3,3,10,3,0,0
0,0,21,9,217,702,0,1,15,18,0,10,0,255,255,10,0,0,0
0,2,12,9,1032,0,0,0,509,510,0,10,0,255,131,5,5,0,0
0,1,47,9,53,53,0,0,511,511,0,10,0,255,255,10,9,0,0
0,0,21,9,54540,8314,2,1,4,5,0,10,0,255,255,10,0,1,1
0,0,21,9,192,497,0,1,1,2,0,10,0,1,255,10,10,0,0
0,0,8,1,0,0,0,0,139,19,10,1,1,255,19,1,0,10,10
0,0,47,1,0,0,0,0,226,7,10,0,1,255,7,0,0,10,10
0,0,42,5,0,0,0,0,210,4,0,0,1,255,4,0,0,0,0
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,139,6,0,4,0
0,0,47,10,0,0,0,0,1,1,0,10,0,23,1,0,10,0,0
0,2,12,9,1032,0,0,0,165,165,0,10,0,255,254,10,10,0,0
0,0,61,2,0,0,0,0,1,1,10,10,0,255,1,0,1,1,10
7509,0,58,9,0,44,0,0,1,1,0,10,0,255,199,8,0,1,1
2072,0,21,4,56504,0,0,1,9,9,9,10,0,255,242,10,0,2,3
0,0,21,5,0,0,0,0,108,108,0,10,0,255,255,10,0,3,3
0,0,20,1,0,0,0,0,240,4,10,0,1,255,4,0,0,10,10
0,1,47,9,1,1,0,0,34,1,0,0,9,255,1,0,10,0,0
0,0,21,9,232,2304,0,1,2,3,0,10,0,40,255,10,0,0,0
5,0,45,9,28,93,0,1,1,1,0,10,0,255,250,10,0,0,0
0,1,42,9,1,1,0,0,91,1,0,0,10,255,1,0,10,0,0
0,0,30,1,0,0,0,0,150,14,10,1,0,255,14,0,0,10,10
0,0,21,9,208,7964,0,1,1,1,0,10,0,1,255,10,10,0,0
0,1,47,9,53,55,0,0,510,510,0,10,0,255,255,10,9,0,0
0,0,58,2,0,0,0,0,264,20,10,1,1,255,20,1,0,10,10
1,0,52,9,2599,293,0,1,3,2,3,7,7,255,149,6,0,4,0
0,0,21,9,218,11998,0,1,1,9,0,10,0,0,0,0,0,0,0
0,0,47,1,0,0,0,0,114,2,10,0,1,255,2,0,0,10,10
0,0,52,9,604,435,0,1,1,2,0,10,0,255,11,0,0,10,0
0,0,47,5,0,0,0,0,140,11,0,1,1,255,11,0,0,0,0
0,0,21,9,267,3493,0,1,20,21,0,10,0,146,255,10,0,0,0
0,0,45,2,0,0,0,0,238,4,10,0,1,255,4,0,0,10,10
0,0,21,9,251,470,0,1,40,44,0,10,0,50,255,10,0,0,0
0,0,58,1,0,0,0,0,1,8,10,10,0,161,86,3,0,9,7
0,1,47,9,53,51,0,0,392,392,0,10,0,255,255,10,9,0,0
0,0,47,1,0,0,0,0,124,9,10,1,1,255,9,0,0,10,10
0,1,47,9,105,147,0,0,1,1,0,10,0,10,10,10,1,0,0
0,1,47,9,42,0,0,0,6,6,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,128,10,0,1,1,255,10,0,0,0,0
0,0,42,1,0,0,0,0,508,1,9,0,10,255,1,0,0,8,10
0,0,10,5,0,0,0,0,163,6,0,0,1,255,6,0,0,0,0
0,1,47,9,42,0,0,0,4,4,0,10,0,255,254,10,0,0,0
0,0,25,1,0,0,0,0,247,14,10,1,1,255,14,0,0,10,10
0,0,21,9,271,892,0,1,13,14,0,10,0,251,255,10,0,0,0
2,0,58,2,0,15,0,0,1,7,10,10,0,173,86,3,0,9,7
0,0,47,1,0,0,0,0,443,1,9,0,10,255,1,0,0,10,10
907,0,21,4,63804,0,0,1,12,12,10,10,0,255,255,10,0,0,0
0,0,21,9,221,1212,0,1,3,3,0,10,0,129,255,10,0,0,0
0,0,13,1,0,0,0,0,120,10,10,1,1,255,10,0,0,10,10
0,0,58,5,0,0,0,0,32,32,0,10,0,105,41,4,0,0,0
0,0,15,5,0,0,0,0,32,12,0,4,1,255,13,0,0,0,0
0,2,12,9,40008,0,0,0,3,3,0,10,0,92,92,10,10,0,0
0,0,21,9,340,327,0,1,4,34,0,10,0,23,255,10,0,0,0
0,0,21,9,301,16081,0,1,10,23,0,10,0,10,255,10,1,0,0
0,1,9,9,70,44,0,0,204,204,0,10,0,131,108,8,3,0,0
0,1,47,9,105,147,0,0,1,1,0,10,0,255,251,10,0,0,0
0,0,21,9,54540,8314,2,1,2,2,0,10,0,255,252,10,0,0,0
0,0,47,1,0,0,0,0,232,5,10,0,1,255,5,0,0,10,10
0,0,21,9,297,1039,0,1,4,4,0,10,0,73,255,10,0,0,0
0,0,21,9,313,926,0,1,13,14,0,10,0,178,255,10,0,0,0
0,0,58,1,0,0,0,0,1,11,10,10,0,121,83,3,0,9,7
0,0,21,9,265,18650,0,1,6,6,0,10,0,15,255,10,1,0,0
0,1,9,9,45,114,0,0,1,4,0,10,0,255,249,10,0,0,0
0,0,17,9,190,0,0,0,2,2,0,10,0,222,14,1,1,0,0
0,2,11,9,20,0,0,0,1,71,0,10,0,2,190,10,10,0,0
0,0,21,9,315,2090,0,1,7,7,0,10,0,255,255,10,0,0,0
0,1,47,9,1,1,0,0,74,1,0,0,6,255,1,0,4,5,0
0,0,21,9,242,548,0,1,23,26,0,10,0,255,255,10,0,0,0
0,0,21,9,356,1359,0,1,2,3,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,238,2,0,0,1,255,2,0,0,0,0
0,0,21,9,320,1381,0,1,15,21,0,10,0,255,255,10,0,0,0
0,0,52,9,0,83,0,1,1,1,0,10,0,255,66,3,0,0,0
4,0,45,9,28,93,0,1,2,1,0,5,10,255,211,8,0,0,0
0,0,58,1,0,0,0,0,1,7,10,10,0,140,85,3,0,9,7
0,0,21,9,214,770,0,1,33,33,0,10,0,255,255,10,0,0,0
0,1,9,9,29,29,0,0,3,4,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,270,13,0,0,1,255,13,0,0,0,0
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,138,5,0,4,0
0,0,21,9,213,6524,0,1,1,5,0,10,0,238,255,10,0,0,0
0,0,47,1,0,0,0,0,221,11,10,0,1,255,11,0,0,10,10
0,1,47,9,41,41,0,0,3,3,0,10,0,255,254,10,0,0,0
0,0,66,5,0,0,0,0,120,1,0,0,1,255,1,0,0,0,0
0,0,58,9,122,174,0,0,1,1,0,10,0,255,254,10,0,0,0
0,0,21,9,289,26106,0,1,51,51,0,10,0,112,255,10,0,0,0
0,0,47,5,0,0,0,0,300,2,0,0,1,255,2,0,0,0,0
0,0,21,9,216,35014,0,1,1,1,0,10,0,132,255,10,0,0,0
0,1,42,9,5,0,0,0,140,1,0,0,0,8,2,2,2,1,0
0,1,9,9,43,107,0,0,3,5,0,10,0,255,249,10,0,0,0
4,0,45,9,31,93,0,1,1,1,0,10,0,255,205,8,0,1,0
0,0,21,9,295,1215,0,1,14,20,0,10,0,125,243,10,0,0,0
0,0,58,1,0,0,0,0,1,13,10,10,0,255,9,0,0,1,8
0,0,21,9,200,332,0,1,8,14,0,10,0,255,255,10,0,0,0
0,1,9,9,44,44,0,0,172,172,0,10,0,255,255,10,0,0,0
0,2,12,9,18,0,0,0,1,1,0,10,0,205,2,0,0,0,0
0,0,21,9,198,770,0,1,24,24,0,10,0,255,255,10,0,0,0
0,0,67,1,0,0,0,0,232,1,10,0,1,255,1,0,0,10,10
0,0,55,1,0,0,0,0,4,10,10,2,10,255,38,2,0,7,10
0,0,25,2,0,44,0,0,3,1,10,3,10,105,59,3,0,9,10
4,0,52,9,1684,328,0,1,1,3,0,10,0,205,149,6,0,0,0
0,2,12,9,508,0,0,0,281,281,0,10,0,255,255,10,10,0,0
0,0,47,1,0,0,0,0,97,20,10,2,1,255,20,1,0,10,10
816,0,21,4,56504,0,0,1,63,63,10,10,0,255,253,10,0,3,3
0,0,52,9,970,341,0,1,1,2,0,10,0,178,149,8,0,0,0
0,1,47,9,55,55,0,0,511,511,0,10,0,255,255,10,9,0,0
0,0,17,9,641,0,0,0,2,2,0,10,0,208,86,4,4,0,0
0,0,21,9,238,912,0,1,2,2,0,10,0,2,255,10,5,0,0
0,0,42,1,0,0,0,0,458,1,8,0,10,255,1,0,0,8,10
0,0,21,9,225,747,0,1,11,11,0,10,0,48,246,10,0,0,0
0,0,21,9,216,294,0,1,14,14,0,10,0,14,133,10,1,0,0
0,0,58,9,126,174,0,0,1,1,0,10,0,255,217,8,0,0,0
0,0,21,9,238,2698,0,1,5,17,0,10,0,255,77,3,0,7,0
1,0,25,2,0,44,0,0,2,5,10,5,10,49,61,3,0,9,10
0,0,21,9,292,29026,0,1,4,4,0,10,0,255,255,10,0,0,0
0,0,21,9,239,1357,0,1,5,5,0,10,0,5,255,10,2,0,0
0,0,42,1,0,0,0,0,508,1,9,0,10,255,1,0,0,9,10
0,0,21,9,214,242,0,1,2,13,0,10,0,67,255,10,0,0,0
4,0,45,9,32,93,0,1,1,1,0,10,0,143,126,9,0,1,0
0,0,47,5,0,0,0,0,138,5,0,0,1,255,5,0,0,0,0
0,0,32,5,0,0,0,0,118,1,0,0,1,255,1,0,0,0,0
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,63,2,0,7,0
0,1,47,9,105,0,0,0,6,6,0,10,0,255,254,10,0,0,0
